,name,party,firstname,lastname,position,years,key
203,"Vikman, Sofia",Kokoomus,Sofia,Vikman, ,2015-2019,Sofia_Vikman
204,"Viljanen, Eerikki",Keskusta,Eerikki,Viljanen, ,2015-2019,Eerikki_Viljanen
205,"Virolainen, Anne-Mari",Kokoomus,Anne-Mari,Virolainen, Ulkomaankauppa- ja kehitysministeri;;,2015-2019,Anne-Mari_Virolainen
206,"Vähämäki, Ville",Perussuomalaiset,Ville,Vähämäki, ,2015-2019,Ville_Vähämäki
207,"Väyrynen, Paavo",Tähtiliike,Paavo,Väyrynen, ,2015-2019,Paavo_Väyrynen
208,"Wallin, Harry",SDP,Harry,Wallin, ,2015-2019,Harry_Wallin
209,"Wallin, Stefan",RKP,Stefan,Wallin, ,2015-2019,Stefan_Wallin
210,"Wallinheimo, Sinuhe",Kokoomus,Sinuhe,Wallinheimo, ,2015-2019,Sinuhe_Wallinheimo
211,"Yanar, Ozan",Vihreät,Ozan,Yanar, ,2015-2019,Ozan_Yanar
212,"Zyskowicz, Ben",Kokoomus,Ben,Zyskowicz, ,2015-2019,Ben_Zyskowicz
213,"Östman, Peter",Kristillisdemokraatit,Peter,Östman, ,2015-2019,Peter_Östman
